Group	Old_Group	Name	Antigenic_Formula	Alt_Antigenic_Formula	Species	Subspecies	Subspecies_symbol	O	Alt_O	Phase1	Phase2	OtherH	Added_Supplement	Updated_Supplement
O:3,10	E1	Wimborne	I 3,10:k:1,2	I 3,10:k:1,2	enterica	enterica	I	3,10	3,10	k	1,2			
O:3,10	E1	Zanzibar	I 3,{10}{15}:k:1,5	I 3,{10}{15}:k:1,5	enterica	enterica	I	3,{10}{15}	3,{10}{15}	k	1,5			
O:3,10	E1	Serrekunda	I 3,10:k:1,7	I 3,10:k:1,7	enterica	enterica	I	3,10	3,10	k	1,7			
O:3,10	E1	Yundum	I 3,10:k:e,n,x	I 3,10:k:e,n,x	enterica	enterica	I	3,10	3,10	k	e,n,x			
O:3,10	E1	Marienthal	I 3,10:k:e,n,z15	I 3,10:k:e,n,z15	enterica	enterica	I	3,10	3,10	k	e,n,z15			
O:3,10	E1	Newrochelle	I 3,10:k:l,w	I 3,10:k:l,w	enterica	enterica	I	3,10	3,10	k	l,w			
O:3,10	E1	Nchanga	I 3,{10}{15}:l,v:1,2	I 3,{10}{15}:l,v:1,2	enterica	enterica	I	3,{10}{15}	3,{10}{15}	l,v	1,2			
O:3,10	E1	Nchanga var. 15+	I 3,15:l,v:1,2	I 3,[15]:l,v:1,2	enterica	enterica	I	3,15	3,[15]	l,v	1,2			
O:3,10	E1	Sinstorf	I 3,10:l,v:1,5	I 3,10:l,v:1,5	enterica	enterica	I	3,10	3,10	l,v	1,5			
O:3,10	E1	London	I 3,{10}{15}:l,v:1,6	I 3,{10}{15}:l,v:1,6	enterica	enterica	I	3,{10}{15}	3,{10}{15}	l,v	1,6			
O:3,10	E1	London var. 15	I 3,15:l,v:1,6	I 3,[15]:l,v:1,6	enterica	enterica	I	3,15	3,[15]	l,v	1,6			
O:3,10	E1	Give	I 3,{10}{15}{15,34}:l,v:1,7:[d],[z77]	I 3,{10}{15}{15,34}:l,v:1,7:[d],[z77]	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	l,v	1,7	[d],[z77]		
O:3,10	E1	Give var. 15+	I 3,15:l,v:1,7:[d],[z77]	I 3,[15]:l,v:1,7:[d],[z77]	enterica	enterica	I	3,15	3,[15]	l,v	1,7	[d],[z77]		
O:3,10	E1	Give var. 15+,34+	I 3,15,34:l,v:1,7:[d],[z77]	I 3,[15],[34]:l,v:1,7:[d],[z77]	enterica	enterica	I	3,15,34	3,[15],[34]	l,v	1,7	[d],[z77]		
O:3,10	E1	II 3,10:l,v:e,n,x	II 3,10:l,v:e,n,x	II 3,10:l,v:e,n,x	enterica	salamae	II	3,10	3,10	l,v	e,n,x			
O:3,10	E1	Ruzizi	I 3,10:l,v:e,n,z15	I 3,10:l,v:e,n,z15	enterica	enterica	I	3,10	3,10	l,v	e,n,z15			
O:3,10	E1	II 3,10:l,v:z6	II 3,10:l,v:z6	II 3,10:l,v:z6	enterica	salamae	II	3,10	3,10	l,v	z6			
O:3,10	E1	Sinchew	I 3,10:l,v:z35	I 3,10:l,v:z35	enterica	enterica	I	3,10	3,10	l,v	z35			
O:3,10	E1	Assinie	I 3,10:l,w:z6:[z45]	I 3,10:l,w:z6:[z45]	enterica	enterica	I	3,10	3,10	l,w	z6	[z45]		
O:3,10	E1	Freiburg	I 3,10:l,z13:1,2	I 3,10:l,z13:1,2	enterica	enterica	I	3,10	3,10	l,z13	1,2			
O:3,10	E1	Uganda	I 3,{10}{15}:l,z13:1,5	I 3,{10}{15}:l,z13:1,5	enterica	enterica	I	3,{10}{15}	3,{10}{15}	l,z13	1,5			
O:3,10	E1	Uganda var. 15+	I 3,15:l,z13:1,5	I 3,15:l,z13:1,5	enterica	enterica	I	3,15	3,15	l,z13	1,5			
O:3,10	E1	Fallowfield	I 3,10:l,z13,z28:e,n,z15	I 3,10:l,z13,z28:e,n,z15	enterica	enterica	I	3,10	3,10	l,z13,z28	e,n,z15			
O:3,10	E1	Hoghton	I 3,10:l,z13,z28:z6	I 3,10:l,z13,z28:z6	enterica	enterica	I	3,10	3,10	l,z13,z28	z6			
O:3,10	E1	II 3,10:l,z28:1,5	II 3,10:l,z28:1,5	II 3,10:l,z28:1,5	enterica	salamae	II	3,10	3,10	l,z28	1,5			
O:3,10	E1	Torbay	I 3,10:l,z28:1,5	I 3,10:l,z28:1,5	enterica	enterica	I	3,10	3,10	l,z28	1,5		48	
O:3,10	E1	Joal	I 3,10:l,z28:1,7	I 3,10:l,z28:1,7	enterica	enterica	I	3,10	3,10	l,z28	1,7			
O:3,10	E1	Lamin	I 3,10:l,z28:e,n,x	I 3,10:l,z28:e,n,x	enterica	enterica	I	3,10	3,10	l,z28	e,n,x			
O:3,10	E1	II 3,10:l,z28:e,n,x	II 3,10:l,z28:e,n,x	II 3,10:l,z28:e,n,x	enterica	salamae	II	3,10	3,10	l,z28	e,n,x			
O:3,10	E1	II 3,10:l,z28:z39	II 3,10:l,z28:z39	II 3,10:l,z28:z39	enterica	salamae	II	3,10	3,10	l,z28	z39			
O:3,10	E1	Ughelli	I 3,10:r:1,5	I 3,10:r:1,5	enterica	enterica	I	3,10	3,10	r	1,5			
O:3,10	E1	Elisabethville	I 3,{10}{15}:r:1,7	I 3,{10}{15}:r:1,7	enterica	enterica	I	3,{10}{15}	3,{10}{15}	r	1,7			
O:3,10	E1	Simi	I 3,10:r:e,n,z15	I 3,10:r:e,n,z15	enterica	enterica	I	3,10	3,10	r	e,n,z15			
O:3,10	E1	Weltevreden	I 3,{10}{15}:r:z6	I 3,{10}{15}:r:z6	enterica	enterica	I	3,{10}{15}	3,{10}{15}	r	z6			
O:3,10	E1	Weltevreden var. 15+	I 3,15:r:z6	I 3,[15]:r:z6	enterica	enterica	I	3,15	3,[15]	r	z6			
O:3,10	E1	Seegefeld	I 3,10:r,i:1,2	I 3,10:r,i:1,2	enterica	enterica	I	3,10	3,10	r,i	1,2			
O:3,10	E1	Dumfries	I 3,10:r,i:1,6	I 3,10:r,i:1,6	enterica	enterica	I	3,10	3,10	r,i	1,6			
O:3,10	E1	Amager	I 3,{10}{15}:y:1,2:[z45]	I 3,{10}{15}:y:1,2:[z45]	enterica	enterica	I	3,{10}{15}	3,{10}{15}	y	1,2	[z45]		
O:3,10	E1	Amager var. 15+	I 3,15:y:1,2:[z45]	I 3,[15]:y:1,2:[z45]	enterica	enterica	I	3,15	3,[15]	y	1,2	[z45]		
O:3,10	E1	Orion	I 3,{10}{15}{15,34}:y:1,5	I 3,{10}{15}{15,34}:y:1,5	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	y	1,5			
O:3,10	E1	Orion var. 15+	I 3,15:y:1,5	I 3,[15]:y:1,5	enterica	enterica	I	3,15	3,[15]	y	1,5			
O:3,10	E1	Orion var. 15+,34+	I 3,15,34:y:1,5	I 3,[15],[34]:y:1,5	enterica	enterica	I	3,15,34	3,[15],[34]	y	1,5			
O:3,10	E1	Mokola	I 3,10:y:1,7	I 3,10:y:1,7	enterica	enterica	I	3,10	3,10	y	1,7			
O:3,10	E1	Ohlstedt	I 3,{10}{15}:y:e,n,x	I 3,{10}{15}:y:e,n,x	enterica	enterica	I	3,{10}{15}	3,{10}{15}	y	e,n,x			
O:3,10	E1	Bolton	I 3,10:y:e,n,z15	I 3,10:y:e,n,z15	enterica	enterica	I	3,10	3,10	y	e,n,z15			
O:3,10	E1	Langensalza	I 3,10:y:l,w	I 3,10:y:l,w	enterica	enterica	I	3,10	3,10	y	l,w			
O:3,10	E1	Stockholm	I 3,{10}{15}:y:z6	I 3,{10}{15}:y:z6	enterica	enterica	I	3,{10}{15}	3,{10}{15}	y	z6			
O:3,10	E1	Stockholm var. 15+	I 3,15:y:z6	I 3,[15]:y:z6	enterica	enterica	I	3,15	3,[15]	y	z6			
O:3,10	E1	Fufu	I 3,10:z:1,5	I 3,10:z:1,5	enterica	enterica	I	3,10	3,10	z	1,5			
O:3,10	E1	II 3,10:z:1,5	II 3,10:z:1,5	II 3,10:z:1,5	enterica	salamae	II	3,10	3,10	z	1,5			
O:3,10	E1	Harleystreet	I 3,10:z:1,6	I 3,10:z:1,6	enterica	enterica	I	3,10	3,10	z	1,6			
O:3,10	E1	Huddinge	I 3,10:z:1,7	I 3,10:z:1,7	enterica	enterica	I	3,10	3,10	z	1,7			
O:3,10	E1	II 3,10:z:e,n,x	II 3,10:z:e,n,x	II 3,10:z:e,n,x	enterica	salamae	II	3,10	3,10	z	e,n,x			
O:3,10	E1	Kingslynn	I 3,10:z:e,n,z15	I 3,10:z:e,n,z15	enterica	enterica	I	3,10	3,10	z	e,n,z15		48	
O:3,10	E1	Clerkenwell	I 3,10:z:l,w	I 3,10:z:l,w	enterica	enterica	I	3,10	3,10	z	l,w			
O:3,10	E1	Landwasser	I 3,10:z:z6	I 3,10:z:z6	enterica	enterica	I	3,10	3,10	z	z6			
O:3,10	E1	II 3,10:z:z39	II 3,10:z:z39	II 3,10:z:z39	enterica	salamae	II	3,10	3,10	z	z39			
O:3,10	E1	Adabraka	I 3,10:z4,z23:[1,7]	I 3,10:z4,z23:[1,7]	enterica	enterica	I	3,10	3,10	z4,z23	[1,7]			
O:3,10	E1	Wagadugu	I 3,10:z4,z23:z6	I 3,10:z4,z23:z6	enterica	enterica	I	3,10	3,10	z4,z23	z6			
O:3,10	E1	Florian	I 3,{10}{15}:z4,z24:–	I 3,{10}{15}:z4,z24:–	enterica	enterica	I	3,{10}{15}	3,{10}{15}	z4,z24	–			
O:3,10	E1	II 3,10:z4,z24:–	II 3,10:z4,z24:–	II 3,10:z4,z24:–	enterica	salamae	II	3,10	3,10	z4,z24	–			
O:3,10	E1	Okerara	I 3,10:z10:1,2	I 3,10:z10:1,2	enterica	enterica	I	3,10	3,10	z10	1,2			
O:3,10	E1	Lexington	I 3,{10}{15}{15,34}:z10:1,5:[z49]	I 3,{10}{15}{15,34}:z10:1,5:[z49]	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	z10	1,5	[z49]		
O:3,10	E1	Lexington var. 15+	I 3,15:z10:1,5:[z49]	I 3,[15]:z10:1,5:[z49]	enterica	enterica	I	3,15	3,[15]	z10	1,5	[z49]		
O:3,10	E1	Lexington var. 15+,34+	I 3,15,34:z10:1,5:[z49]	I 3,[15],[34]:z10:1,5:[z49]	enterica	enterica	I	3,15,34	3,[15],[34]	z10	1,5	[z49]		
O:3,10	E1	Harrisonburg	I 3,{10}{15}{15,34}:z10:1,6	I 3,{10}{15}{15,34}:z10:1,6	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	z10	1,6			
O:3,10	E1	Coquilhatville	I 3,10:z10:1,7	I 3,10:z10:1,7	enterica	enterica	I	3,10	3,10	z10	1,7			
O:3,10	E1	Podiensis	I 3,10:z10:e,n,x	I 3,10:z10:e,n,x	enterica	enterica	I	3,10	3,10	z10	e,n,x			
O:3,10	E1	Kristianstad	I 3,10:z10:e,n,z15	I 3,10:z10:e,n,z15	enterica	enterica	I	3,10	3,10	z10	e,n,z15			
O:3,10	E1	Biafra	I 3,10:z10:z6	I 3,10:z10:z6	enterica	enterica	I	3,10	3,10	z10	z6			
O:3,10	E1	Everleigh	I 3,10:z29:e,n,x	I 3,10:z29:e,n,x	enterica	enterica	I	3,10	3,10	z29	e,n,x			
O:3,10	E1	II 3,10:z29:[e,n,x]	II 3,10:z29:[e,n,x]	II 3,10:z29:[e,n,x]	enterica	salamae	II	3,10	3,10	z29	[e,n,x]			
O:3,10	E1	Jedburgh	I 3,{10}{15}:z29:–	I 3,{10}{15}:z29:–	enterica	enterica	I	3,{10}{15}	3,{10}{15}	z29	–			
O:3,10	E1	Santaclara	I 3,10:z35:1,5	I 3,10:z35:1,5	enterica	enterica	I	3,10	3,10	z35	1,5		48	
O:3,10	E1	Ratchaburi	I 3,10:z35:1,6	I 3,10:z35:1,6	enterica	enterica	I	3,10	3,10	z35	1,6			
O:3,10	E1	Zongo	I 3,10:z35:1,7	I 3,10:z35:1,7	enterica	enterica	I	3,10	3,10	z35	1,7			
O:3,10	E1	II 3,10:z35:e,n,x,z15	II 3,10:z35:e,n,x,z15	II 3,10:z35:e,n,x,z15	enterica	salamae	II	3,10	3,10	z35	e,n,x,z15			
O:3,10	E1	Shannon	I 3,10:z35:l,w	I 3,10:z35:l,w	enterica	enterica	I	3,10	3,10	z35	l,w			
O:3,10	E1	Cairina	I 3,10:z35:z6	I 3,10:z35:z6	enterica	enterica	I	3,10	3,10	z35	z6			
O:3,10	E1	Macallen	I 3,10:z36:–	I 3,10:z36:–	enterica	enterica	I	3,10	3,10	z36	–			
O:3,10	E1	Sandaga	I 3,10:z38:1,2	I 3,10:z38:1,2	enterica	enterica	I	3,10	3,10	z38	1,2			
O:3,10	E1	Albertslund	I 3,10:z38:1,6	I 3,10:z38:1,6	enterica	enterica	I	3,10	3,10	z38	1,6			
O:3,10	E1	Bolombo	I 3,10:z38:[z6]	I 3,10:z38:[z6]	enterica	enterica	I	3,10	3,10	z38	[z6]			
O:3,10	E1	II 3,10:z38:z42	II 3,10:z38:z42	II 3,10:z38:z42	enterica	salamae	II	3,10	3,10	z38	z42			
O:3,10	E1	II 3,10:z39:1,[5],7	II 3,10:z39:1,[5],7	II 3,10:z39:1,[5],7	enterica	salamae	II	3,10	3,10	z39	1,[5],7			
O:3,10	E1	Dortmund	I 3,10:z41:1,[2],5	I 3,10:z41:1,[2],5	enterica	enterica	I	3,10	3,10	z41	1,[2],5			
O:3,10	E1	Pietersburg	I 3,{10}{15,34}:z69:1,7	I 3,{10}{15,34}:z69:1,7	enterica	enterica	I	3,{10}{15,34}	3,{10}{15,34}	z69	1,7			
O:3,?	–	II 3,15:z87:e,n,x,z15	II 3,15:z87:e,n,x,z15	II 3,15:z87:e,n,x,z15	enterica	salamae	II	3,15	3,15	z87	e,n,x,z15		48	
O:3,?	–	Capetown	I 3,15,34:y:1,6	I 3,15,34:y:1,6	enterica	enterica	I	3,15,34	3,15,34	y	1,6		48	
O:1,3,19	E4	Niumi	I 1,3,19:a:1,5	I 1,3,19:a:1,5	enterica	enterica	I	1,3,19	1,3,19	a	1,5			
O:1,3,19	E4	Juba	I 1,3,19:a:1,7	I 1,3,19:a:1,7	enterica	enterica	I	1,3,19	1,3,19	a	1,7			
O:1,3,19	E4	Gwoza	I 1,3,19:a:e,n,z15	I 1,3,19:a:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	a	e,n,z15			
O:1,3,19	E4	Alkmaar	I 1,3,19:a:l,w	I 1,3,19:a:l,w	enterica	enterica	I	1,3,19	1,3,19	a	l,w			
O:1,3,19	E4	Gnesta	I 1,3,19:b:1,5:[z37]	I 1,3,19:b:1,5:[z37]	enterica	enterica	I	1,3,19	1,3,19	b	1,5	[z37]		
O:1,3,19	E4	Visby	I 1,3,19:b:1,6	I 1,3,19:b:1,6	enterica	enterica	I	1,3,19	1,3,19	b	1,6			
O:1,3,19	E4	Tambacounda	I 1,3,19:b:e,n,x	I 1,3,19:b:e,n,x	enterica	enterica	I	1,3,19	1,3,19	b	e,n,x			
O:1,3,19	E4	Kande	I 1,3,19:b:e,n,z15	I 1,3,19:b:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	b	e,n,z15			
O:1,3,19	E4	Broughton	I 1,3,19:b:l,w	I 1,3,19:b:l,w	enterica	enterica	I	1,3,19	1,3,19	b	l,w			
O:1,3,19	E4	Accra	I 1,3,19:b:z6	I 1,3,19:b:z6	enterica	enterica	I	1,3,19	1,3,19	b	z6			
O:1,3,19	E4	Eastglam	I 1,3,19:c:1,5	I 1,3,19:c:1,5	enterica	enterica	I	1,3,19	1,3,19	c	1,5			
O:1,3,19	E4	Bida	I 1,3,19:c:1,6	I 1,3,19:c:1,6	enterica	enterica	I	1,3,19	1,3,19	c	1,6			
O:1,3,19	E4	Madiago	I 1,3,19:c:1,7	I 1,3,19:c:1,7	enterica	enterica	I	1,3,19	1,3,19	c	1,7			
O:1,3,19	E4	Umbadah	I 1,3,19:d:1,2	I 1,3,19:d:1,2	enterica	enterica	I	1,3,19	1,3,19	d	1,2			
O:1,3,19	E4	Ahmadi	I 1,3,19:d:1,5	I 1,3,19:d:1,5	enterica	enterica	I	1,3,19	1,3,19	d	1,5			
O:1,3,19	E4	Wanatah	I 1,3,19:d:1,7	I 1,3,19:d:1,7	enterica	enterica	I	1,3,19	1,3,19	d	1,7			
O:1,3,19	E4	Liverpool	I 1,3,19:d:e,n,z15	I 1,3,19:d:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	d	e,n,z15			
O:1,3,19	E4	Tilburg	I 1,3,19:d:l,w:[z49]	I 1,3,19:d:l,w:[z49]	enterica	enterica	I	1,3,19	1,3,19	d	l,w	[z49]		
O:1,3,19	E4	Niloese	I 1,3,19:d:z6	I 1,3,19:d:z6	enterica	enterica	I	1,3,19	1,3,19	d	z6			
O:1,3,19	E4	Vilvoorde	I 1,3,19:e,h:1,5	I 1,3,19:e,h:1,5	enterica	enterica	I	1,3,19	1,3,19	e,h	1,5			
O:1,3,19	E4	Hayindogo	I 1,3,19:e,h:1,6	I 1,3,19:e,h:1,6	enterica	enterica	I	1,3,19	1,3,19	e,h	1,6			
O:1,3,19	E4	Sanktmarx	I 1,3,19:e,h:1,7	I 1,3,19:e,h:1,7	enterica	enterica	I	1,3,19	1,3,19	e,h	1,7			
O:1,3,19	E4	Sao	I 1,3,19:e,h:e,n,z15	I 1,3,19:e,h:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	e,h	e,n,z15			
O:1,3,19	E4	Calabar	I 1,3,19:e,h:l,w	I 1,3,19:e,h:l,w	enterica	enterica	I	1,3,19	1,3,19	e,h	l,w			
O:1,3,19	E4	Rideau	I 1,3,19:f,g:–	I 1,3,19:f,g:–	enterica	enterica	I	1,3,19	1,3,19	f,g	–			
O:1,3,19	E4	Petahtikve	I 1,3,19:f,g,t:1,7	I 1,3,19:f,g,t:1,7	enterica	enterica	I	1,3,19	1,3,19	f,g,t	1,7			
O:1,3,19	E4	Maiduguri	I 1,3,19:f,g,t:e,n,z15	I 1,3,19:f,g,t:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	f,g,t	e,n,z15			
O:1,3,19	E4	Kouka	I 1,3,19:g,m,[t]:–	I 1,3,19:g,m,[t]:–	enterica	enterica	I	1,3,19	1,3,19	g,m,[t]	–			
O:1,3,19	E4	Senftenberg	I 1,3,19:g,[s],t:–:[z27],[z34],[z37],[z43],[z45],[z46],[z82]	I 1,3,19:g,[s],t:–:[z27],[z34],[z37],[z43],[z45],[z46],[z82]	enterica	enterica	I	1,3,19	1,3,19	g,[s],t	–	[z27],[z34],[z37],[z43],[z45],[z46],[z82]		
O:1,3,19	E4	Cannstatt	I 1,3,19:m,t:–	I 1,3,19:m,t:–	enterica	enterica	I	1,3,19	1,3,19	m,t	–			
O:1,3,19	E4	Stratford	I 1,3,19:i:1,2	I 1,3,19:i:1,2	enterica	enterica	I	1,3,19	1,3,19	i	1,2			
O:1,3,19	E4	Ouagadougou	I 1,3,19:i:1,5	I 1,3,19:i:1,5	enterica	enterica	I	1,3,19	1,3,19	i	1,5			
O:1,3,19	E4	Chichester	I 1,3,19:i:1,6	I 1,3,19:i:1,6	enterica	enterica	I	1,3,19	1,3,19	i	1,6			
O:1,3,19	E4	Machaga	I 1,3,19:i:e,n,x	I 1,3,19:i:e,n,x	enterica	enterica	I	1,3,19	1,3,19	i	e,n,x			
O:1,3,19	E4	Avonmouth	I 1,3,19:i:e,n,z15	I 1,3,19:i:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	i	e,n,z15			
O:1,3,19	E4	Zuilen	I 1,3,19:i:l,w	I 1,3,19:i:l,w	enterica	enterica	I	1,3,19	1,3,19	i	l,w			
O:1,3,19	E4	Taksony	I 1,3,19:i:z6	I 1,3,19:i:z6	enterica	enterica	I	1,3,19	1,3,19	i	z6			
O:1,3,19	E4	Oesterbro	I 1,3,19:k:1,5	I 1,3,19:k:1,5	enterica	enterica	I	1,3,19	1,3,19	k	1,5			
O:1,3,19	E4	Bethune	I 1,3,19:k:1,7	I 1,3,19:k:1,7	enterica	enterica	I	1,3,19	1,3,19	k	1,7			
O:1,3,19	E4	Ngor	I 1,3,19:l,v:1,5	I 1,3,19:l,v:1,5	enterica	enterica	I	1,3,19	1,3,19	l,v	1,5			
O:1,3,19	E4	Parkroyal	I 1,3,19:l,v:1,7	I 1,3,19:l,v:1,7	enterica	enterica	I	1,3,19	1,3,19	l,v	1,7			
O:1,3,19	E4	Svedvi	I 1,3,19:l,v:e,n,z15	I 1,3,19:l,v:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	l,v	e,n,z15			
O:1,3,19	E4	Fulda	I 1,3,19:l,w:1,5	I 1,3,19:l,w:1,5	enterica	enterica	I	1,3,19	1,3,19	l,w	1,5			
O:1,3,19	E4	Westerstede	I 1,3,19:l,z13:1,2	I 1,3,19:l,z13:1,2	enterica	enterica	I	1,3,19	1,3,19	l,z13	1,2			
O:1,3,19	E4	Winterthur	I 1,3,19:l,z13:1,6	I 1,3,19:l,z13:1,6	enterica	enterica	I	1,3,19	1,3,19	l,z13	1,6			
O:1,3,19	E4	Lokstedt	I 1,3,19:l,z13,z28:1,2	I 1,3,19:l,z13,z28:1,2	enterica	enterica	I	1,3,19	1,3,19	l,z13,z28	1,2			
O:1,3,19	E4	Stuivenberg	I 1,3,19:l,[z13],z28:1,5	I 1,3,19:l,[z13],z28:1,5	enterica	enterica	I	1,3,19	1,3,19	l,[z13],z28	1,5			
O:1,3,19	E4	Bedford	I 1,3,19:l,z13,z28:e,n,z15	I 1,3,19:l,z13,z28:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	l,z13,z28	e,n,z15			
O:1,3,19	E4	Tomelilla	I 1,3,19:l,z28:1,7	I 1,3,19:l,z28:1,7	enterica	enterica	I	1,3,19	1,3,19	l,z28	1,7			
O:1,3,19	E4	Kindia	I 1,3,19:l,z28:e,n,x	I 1,3,19:l,z28:e,n,x	enterica	enterica	I	1,3,19	1,3,19	l,z28	e,n,x			
O:1,3,19	E4	Yalding	I 1,3,19:r:e,n,z15	I 1,3,19:r:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	r	e,n,z15			
O:1,3,19	E4	Fareham	I 1,3,19:r,i:l,w	I 1,3,19:r,i:l,w	enterica	enterica	I	1,3,19	1,3,19	r,i	l,w			
O:1,3,19	E4	Gatineau	I 1,3,19:y:1,5	I 1,3,19:y:1,5	enterica	enterica	I	1,3,19	1,3,19	y	1,5			
O:1,3,19	E4	Thies	I 1,3,19:y:1,7	I 1,3,19:y:1,7	enterica	enterica	I	1,3,19	1,3,19	y	1,7			
O:1,3,19	E4	Slade	I 1,3,19:y:e,n,z15	I 1,3,19:y:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	y	e,n,z15			
O:1,3,19	E4	Kinson	I 1,3,19:y:e,n,x	I 1,3,19:y:e,n,x	enterica	enterica	I	1,3,19	1,3,19	y	e,n,x			
O:1,3,19	E4	Krefeld	I 1,3,19:y:l,w	I 1,3,19:y:l,w	enterica	enterica	I	1,3,19	1,3,19	y	l,w			
O:1,3,19	E4	Korlebu	I 1,3,19:z:1,5	I 1,3,19:z:1,5	enterica	enterica	I	1,3,19	1,3,19	z	1,5			
O:1,3,19	E4	Kainji	I 1,3,19:z:1,6	I 1,3,19:z:1,6	enterica	enterica	I	1,3,19	1,3,19	z	1,6			
O:1,3,19	E4	Lerum	I 1,3,19:z:1,7	I 1,3,19:z:1,7	enterica	enterica	I	1,3,19	1,3,19	z	1,7			
O:1,3,19	E4	Schoeneberg	I 1,3,19:z:e,n,z15	I 1,3,19:z:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	z	e,n,z15			
O:1,3,19	E4	Carno	I 1,3,19:z:l,w	I 1,3,19:z:l,w	enterica	enterica	I	1,3,19	1,3,19	z	l,w			
O:1,3,19	E4	Hongkong	I 1,3,19:z:z6	I 1,3,19:z:z6	enterica	enterica	I	1,3,19	1,3,19	z	z6			
O:1,3,19	E4	Miromesnil	I 1,3,19:z4,z23:–	I 1,3,19:z4,z23:–	enterica	enterica	I	1,3,19	1,3,19	z4,z23	–		47	
O:1,3,19	E4	Sambre	I 1,3,19:z4,z24:–	I 1,3,19:z4,z24:–	enterica	enterica	I	1,3,19	1,3,19	z4,z24	–			
O:1,3,19	E4	Yenne	I 1,3,19:z10:1,5	I 1,3,19:z10:1,5	enterica	enterica	I	1,3,19	1,3,19	z10	1,5			
O:1,3,19	E4	Dallgow	I 1,3,19:z10:e,n,z15	I 1,3,19:z10:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	z10	e,n,z15			
O:1,3,19	E4	Llandoff	I 1,3,19:z29:[z6]:[z37]	I 1,3,19:z29:[z6]:[z37]	enterica	enterica	I	1,3,19	1,3,19	z29	[z6]	[z37]		
O:1,3,19	E4	Catumagos	I 1,3,19:z35:1,5	I 1,3,19:z35:1,5	enterica	enterica	I	1,3,19	1,3,19	z35	1,5			
O:1,3,19	E4	Ochiogu	I 1,3,19:z38:[e,n,z15]	I 1,3,19:z38:[e,n,z15]	enterica	enterica	I	1,3,19	1,3,19	z38	[e,n,z15]			
O:1,3,19	E4	Fortbend	I 1,3,19:z41:e,n,z15	I 1,3,19:z41:e,n,z15	enterica	enterica	I	1,3,19	1,3,19	z41	e,n,z15		48	
O:1,3,19	E4	Chittagong	I 1,3,10,19:b:z35	I 1,3,10,19:b:z35	enterica	enterica	I	1,3,10,19	1,3,10,19	b	z35			
O:1,3,19	E4	Bilu	I 1,3,10,19:f,g,t:1,(2),7	I 1,3,10,19:f,g,t:1,(2),7	enterica	enterica	I	1,3,10,19	1,3,10,19	f,g,t	1,(2),7			
O:1,3,19	E4	Ilugun	I 1,3,10,19:z4,z23:z6	I 1,3,10,19:z4,z23:z6	enterica	enterica	I	1,3,10,19	1,3,10,19	z4,z23	z6			
O:1,3,19	E4	Dessau	I 1,3,15,19:g,s,t:–	I 1,3,[15],19:g,s,t:–	enterica	enterica	I	1,3,15,19	1,3,[15],19	g,s,t	–			
O:1,3,19	E4	Cannonhill	I 1,3,{10}{15},19:y:e,n,x	I 1,3,{10}{15},19:y:e,n,x	enterica	enterica	I	1,3,{10}{15},19	1,3,{10}{15},19	y	e,n,x			
O:11	F	Gallen	I 11:a:1,2	I 11:a:1,2	enterica	enterica	I	11	11	a	1,2			
O:11	F	Marseille	I 11:a:1,5	I 11:a:1,5	enterica	enterica	I	11	11	a	1,5			
O:11	F	VI 11:a:1,5	VI 11:a:1,5	VI 11:a:1,5	enterica	indica	VI	11	11	a	1,5			
O:11	F	Massilia	I 11:a:1,6	I 11:a:1,6	enterica	enterica	I	11	11	a	1,6			
O:11	F	Toowong	I 11:a:1,7	I 11:a:1,7	enterica	enterica	I	11	11	a	1,7			
O:11	F	Luciana	I 11:a:e,n,z15	I 11:a:e,n,z15	enterica	enterica	I	11	11	a	e,n,z15			
O:11	F	II 11:a:e,n,z15:d	II 11:a:e,n,z15:d	II 11:a:e,n,z15:d	enterica	salamae	II	11	11	a	e,n,z15	d		
O:11	F	Epinay	I 11:a:l,z13,z28	I 11:a:l,z13,z28	enterica	enterica	I	11	11	a	l,z13,z28			
O:11	F	II 11:a:z6:z42	II 11:a:z6:z42	II 11:a:z6:z42	enterica	salamae	II	11	11	a	z6	z42		
O:11	F	Atento	I 11:b:1,2	I 11:b:1,2	enterica	enterica	I	11	11	b	1,2			
O:11	F	Leeuwarden	I 11:b:1,5	I 11:b:1,5	enterica	enterica	I	11	11	b	1,5			
O:11	F	Wohlen	I 11:b:1,6	I 11:b:1,6	enterica	enterica	I	11	11	b	1,6			
