Group	Old_Group	Name	Antigenic_Formula	Alt_Antigenic_Formula	Species	Subspecies	Subspecies_symbol	O	Alt_O	Phase1	Phase2	OtherH	Added_Supplement	Updated_Supplement
O:9	D1	II 1,9,12:z:z6	II 1,9,12:z:z6	II [1],9,12:z:z6	enterica	salamae	II	1,9,12	[1],9,12	z	z6			
O:9	D1	II 9,12:z:z39	II 9,12:z:z39	II 9,12:z:z39	enterica	salamae	II	9,12	9,12	z	z39			
O:9	D1	Wangata	I 1,9,12:z4,z23:[1,7]	I [1],9,12:z4,z23:[1,7]	enterica	enterica	I	1,9,12	[1],9,12	z4,z23	[1,7]			
O:9	D1	Natal	I 9,12:z4,z24:–	I 9,12:z4,z24:–	enterica	enterica	I	9,12	9,12	z4,z24	–			
O:9	D1	Franken	I 9,12:z6:z67:[R1…]	I 9,12:z6:z67:[R1…]	enterica	enterica	I	9,12	9,12	z6	z67	[R1…]		
O:9	D1	Portland	I 9,12:z10:1,5	I 9,12:z10:1,5	enterica	enterica	I	9,12	9,12	z10	1,5			
O:9	D1	Treguier	I 9,12:z10:z6	I 9,12:z10:z6	enterica	enterica	I	9,12	9,12	z10	z6			
O:9	D1	Ruanda	I 9,12:z10:e,n,z15	I 9,12:z10:e,n,z15	enterica	enterica	I	9,12	9,12	z10	e,n,z15			
O:9	D1	II 9,12:z29:1,5	II 9,12:z29:1,5	II 9,12:z29:1,5	enterica	salamae	II	9,12	9,12	z29	1,5			
O:9	D1	II 1,9,12:z29:e,n,x	II 1,9,12:z29:e,n,x	II [1],9,12:z29:e,n,x	enterica	salamae	II	1,9,12	[1],9,12	z29	e,n,x			
O:9	D1	Penarth	I 9,12:z35:z6	I 9,12:z35:z6	enterica	enterica	I	9,12	9,12	z35	z6			
O:9	D1	Elomrane	I 1,9,12:z38:–	I [1],9,12:z38:–	enterica	enterica	I	1,9,12	[1],9,12	z38	–			
O:9	D1	II 1,9,12:z39:1,7	II 1,9,12:z39:1,7	II [1],9,12:z39:1,7	enterica	salamae	II	1,9,12	[1],9,12	z39	1,7			
O:9	D1	Ottawa	I 1,9,12:z41:1,5	I [1],9,12:z41:1,5	enterica	enterica	I	1,9,12	[1],9,12	z41	1,5			
O:9	D1	II 1,9,12:z42:1,[5],7	II 1,9,12:z42:1,[5],7	II [1],9,12:z42:1,[5],7	enterica	salamae	II	1,9,12	[1],9,12	z42	1,[5],7			
O:9	D1	Gallinarum	I 1,9,12:–:–	I [1],9,12:–:–	enterica	enterica	I	1,9,12	[1],9,12	–	–			
O:9,46	D2	Detmold	I 9,46:a:1,2	I 9,46:a:1,2	enterica	enterica	I	9,46	9,46	a	1,2			
O:9,46	D2	Poole	I 9,46:a:1,6	I 9,46:a:1,6	enterica	enterica	I	9,46	9,46	a	1,6			
O:9,46	D2	Baildon	I 9,46:a:e,n,x	I 9,46:a:e,n,x	enterica	enterica	I	9,46	9,46	a	e,n,x			
O:9,46	D2	Doba	I 9,46:a:e,n,z15	I 9,46:a:e,n,z15	enterica	enterica	I	9,46	9,46	a	e,n,z15			
O:9,46	D2	Montaigu	I 9,46:b:1,2	I 9,46:b:1,2	enterica	enterica	I	9,46	9,46	b	1,2			
O:9,46	D2	Cheltenham	I 9,46:b:1,5	I 9,46:b:1,5	enterica	enterica	I	9,46	9,46	b	1,5			
O:9,46	D2	Zadar	I 9,46:b:1,6	I 9,46:b:1,6	enterica	enterica	I	9,46	9,46	b	1,6			
O:9,46	D2	Worb	I 9,46:b:e,n,x	I 9,46:b:e,n,x	enterica	enterica	I	9,46	9,46	b	e,n,x			
O:9,46	D2	II 9,46:b:e,n,x	II 9,46:b:e,n,x	II 9,46:b:e,n,x	enterica	salamae	II	9,46	9,46	b	e,n,x			
O:9,46	D2	Bamboye	I 9,46:b:l,w	I 9,46:b:l,w	enterica	enterica	I	9,46	9,46	b	l,w			
O:9,46	D2	Linguere	I 9,46:b:z6	I 9,46:b:z6	enterica	enterica	I	9,46	9,46	b	z6			
O:9,46	D2	Kolar	I 9,46:b:z35	I 9,46:b:z35	enterica	enterica	I	9,46	9,46	b	z35			
O:9,46	D2	Argenteuil	I 1,9,46:c:1,7	I [1],9,46:c:1,7	enterica	enterica	I	1,9,46	[1],9,46	c	1,7			
O:9,46	D2	Itutaba	I 9,46:c:z6	I 9,46:c:z6	enterica	enterica	I	9,46	9,46	c	z6			
O:9,46	D2	Ontario	I 9,46:d:1,5	I 9,46:d:1,5	enterica	enterica	I	9,46	9,46	d	1,5			
O:9,46	D2	Quentin	I 9,46:d:1,6	I 9,46:d:1,6	enterica	enterica	I	9,46	9,46	d	1,6			
O:9,46	D2	Strasbourg	I 9,46:d:1,7	I 9,46:d:1,7	enterica	enterica	I	9,46	9,46	d	1,7			
O:9,46	D2	Olten	I 9,46:d:e,n,z15	I 9,46:d:e,n,z15	enterica	enterica	I	9,46	9,46	d	e,n,z15			
O:9,46	D2	Plymouth	I 9,46:d:z6	I 9,46:d:z6	enterica	enterica	I	9,46	9,46	d	z6			
O:9,46	D2	Sontheim	I 9,46:d:z35	I 9,46:d:z35	enterica	enterica	I	9,46	9,46	d	z35			
O:9,46	D2	Bergedorf	I 9,46:e,h:1,2	I 9,46:e,h:1,2	enterica	enterica	I	9,46	9,46	e,h	1,2			
O:9,46	D2	Waedenswil	I 9,46:e,h:1,5	I 9,46:e,h:1,5	enterica	enterica	I	9,46	9,46	e,h	1,5			
O:9,46	D2	Guerin	I 9,46:e,h:z6	I 9,46:e,h:z6	enterica	enterica	I	9,46	9,46	e,h	z6			
O:9,46	D2	II 9,46:e,n,x:1,5,7	II 9,46:e,n,x:1,5,7	II 9,46:e,n,x:1,5,7	enterica	salamae	II	9,46	9,46	e,n,x	1,5,7			
O:9,46	D2	Wernigerode	I 9,46:f,g:–	I 9,46:f,g:–	enterica	enterica	I	9,46	9,46	f,g	–			
O:9,46	D2	Hillingdon	I 9,46:g,m:–	I 9,46:g,m:–	enterica	enterica	I	9,46	9,46	g,m	–			
O:9,46	D2	Macclesfield	I 9,46:g,m,s:1,2,7	I 9,46:g,m,s:1,2,7	enterica	enterica	I	9,46	9,46	g,m,s	1,2,7			
O:9,46	D2	II 9,46:g,[m],[s],t:[e,n,x]	II 9,46:g,[m],[s],t:[e,n,x]	II 9,46:g,[m],[s],t:[e,n,x]	enterica	salamae	II	9,46	9,46	g,[m],[s],t	[e,n,x]			
O:9,46	D2	Gateshead	I 9,46:g,s,t:–	I 9,46:g,s,t:–	enterica	enterica	I	9,46	9,46	g,s,t	–			
O:9,46	D2	II 9,46:g,z62:–	II 9,46:g,z62:–	II 9,46:g,z62:–	enterica	salamae	II	9,46	9,46	g,z62	–			
O:9,46	D2	II 9,46:m,t:e,n,x	II 9,46:m,t:e,n,x	II 9,46:m,t:e,n,x	enterica	salamae	II	9,46	9,46	m,t	e,n,x			
O:9,46	D2	Sangalkam	I 9,46:m,t:–	I 9,46:m,t:–	enterica	enterica	I	9,46	9,46	m,t	–			
O:9,46	D2	Mathura	I 9,46:i:e,n,z15	I 9,46:i:e,n,z15	enterica	enterica	I	9,46	9,46	i	e,n,z15			
O:9,46	D2	Potto	I 9,46:i:z6	I 9,46:i:z6	enterica	enterica	I	9,46	9,46	i	z6			
O:9,46	D2	Marylebone	I 9,46:k:1,2	I 9,46:k:1,2	enterica	enterica	I	9,46	9,46	k	1,2			
O:9,46	D2	Cochin	I 9,46:k:1,5	I 9,46:k:1,5	enterica	enterica	I	9,46	9,46	k	1,5			
O:9,46	D2	Clontarf	I 9,46:k:1,6	I 9,46:k:1,6	enterica	enterica	I	9,46	9,46	k	1,6			
O:9,46	D2	Ceyco	I 9,46:k:z35	I 9,46:k:z35	enterica	enterica	I	9,46	9,46	k	z35			
O:9,46	D2	India	I 9,46:l,v:1,5	I 9,46:l,v:1,5	enterica	enterica	I	9,46	9,46	l,v	1,5			
O:9,46	D2	Geraldton	I 9,46:l,v:1,6	I 9,46:l,v:1,6	enterica	enterica	I	9,46	9,46	l,v	1,6			
O:9,46	D2	Toronto	I 9,46:l,v:e,n,x	I 9,46:l,v:e,n,x	enterica	enterica	I	9,46	9,46	l,v	e,n,x			
O:9,46	D2	Ackwepe	I 9,46:l,w:–	I 9,46:l,w:–	enterica	enterica	I	9,46	9,46	l,w	–			
O:9,46	D2	II 9,46:l,w:e,n,x	II 9,46:l,w:e,n,x	II 9,46:l,w:e,n,x	enterica	salamae	II	9,46	9,46	l,w	e,n,x		47	
O:9,46	D2	Nordrhein	I 9,46:l,z13,z28:e,n,z15	I 9,46:l,z13,z28:e,n,z15	enterica	enterica	I	9,46	9,46	l,z13,z28	e,n,z15			
O:9,46	D2	Deckstein	I 9,46:r:1,7	I 9,46:r:1,7	enterica	enterica	I	9,46	9,46	r	1,7			
O:9,46	D2	Shoreditch	I 9,46:r:e,n,z15	I 9,46:r:e,n,z15	enterica	enterica	I	9,46	9,46	r	e,n,z15			
O:9,46	D2	Sokode	I 9,46:r:z6	I 9,46:r:z6	enterica	enterica	I	9,46	9,46	r	z6			
O:9,46	D2	Cork	I 9,46:y:1,2	I 9,46:y:1,2	enterica	enterica	I	9,46	9,46	y	1,2		48	
O:9,46	D2	Benin	I 9,46:y:1,7	I 9,46:y:1,7	enterica	enterica	I	9,46	9,46	y	1,7			
O:9,46	D2	Irchel	I 9,46:y:e,n,x	I 9,46:y:e,n,x	enterica	enterica	I	9,46	9,46	y	e,n,x			
O:9,46	D2	Nantes	I 9,46:y:l,w	I 9,46:y:l,w	enterica	enterica	I	9,46	9,46	y	l,w			
O:9,46	D2	Mayday	I 9,46:y:z6	I 9,46:y:z6	enterica	enterica	I	9,46	9,46	y	z6			
O:9,46	D2	II 9,46:z:1,5	II 9,46:z:1,5	II 9,46:z:1,5	enterica	salamae	II	9,46	9,46	z	1,5			
O:9,46	D2	II 9,46:z:e,n,x	II 9,46:z:e,n,x	II 9,46:z:e,n,x	enterica	salamae	II	9,46	9,46	z	e,n,x			
O:9,46	D2	Bambylor	I 9,46:z:e,n,z15	I 9,46:z:e,n,z15	enterica	enterica	I	9,46	9,46	z	e,n,z15			
O:9,46	D2	II 9,46:z:z39	II 9,46:z:z39	II 9,46:z:z39	enterica	salamae	II	9,46	9,46	z	z39			
O:9,46	D2	Ekotedo	I 9,46:z4,z23:–	I 9,46:z4,z23:–	enterica	enterica	I	9,46	9,46	z4,z23	–			
O:9,46	D2	II 9,46:z4,z24:z39:z42	II 9,46:z4,z24:z39:z42	II 9,46:z4,z24:z39:z42	enterica	salamae	II	9,46	9,46	z4,z24	z39	z42		
O:9,46	D2	Ngaparou	I 9,46:z4,z24:–	I 9,46:z4,z24:–	enterica	enterica	I	9,46	9,46	z4,z24	–			
O:9,46	D2	Lishabi	I 9,46:z10:1,7	I 9,46:z10:1,7	enterica	enterica	I	9,46	9,46	z10	1,7			
O:9,46	D2	Inglis	I 9,46:z10:e,n,x	I 9,46:z10:e,n,x	enterica	enterica	I	9,46	9,46	z10	e,n,x			
O:9,46	D2	Mahina	I 9,46:z10:e,n,z15	I 9,46:z10:e,n,z15	enterica	enterica	I	9,46	9,46	z10	e,n,z15			
O:9,46	D2	Louisiana	I 9,46:z10:z6	I 9,46:z10:z6	enterica	enterica	I	9,46	9,46	z10	z6			
O:9,46	D2	II 9,46:z10:z6	II 9,46:z10:z6	II 9,46:z10:z6	enterica	salamae	II	9,46	9,46	z10	z6			
O:9,46	D2	II 9,46:z10:z39	II 9,46:z10:z39	II 9,46:z10:z39	enterica	salamae	II	9,46	9,46	z10	z39			
O:9,46	D2	Ouakam	I 9,46:z29:–:[z45]	I 9,46:z29:–:[z45]	enterica	enterica	I	9,46	9,46	z29	–	[z45]		
O:9,46	D2	Hillegersberg	I 9,46:z35:1,5	I 9,46:z35:1,5	enterica	enterica	I	9,46	9,46	z35	1,5			
O:9,46	D2	Basingstoke	I 9,46:z35:e,n,z15	I 9,46:z35:e,n,z15	enterica	enterica	I	9,46	9,46	z35	e,n,z15			
O:9,46	D2	Trimdon	I 9,46:z35:z6	I 9,46:z35:z6	enterica	enterica	I	9,46	9,46	z35	z6			
O:9,46	D2	Fresno	I 9,46:z38:–	I 9,46:z38:–	enterica	enterica	I	9,46	9,46	z38	–			
O:9,46	D2	II 9,46:z39:1,7	II 9,46:z39:1,7	II 9,46:z39:1,7	enterica	salamae	II	9,46	9,46	z39	1,7			
O:9,46	D2	Wuppertal	I 9,46:z41:–	I 9,46:z41:–	enterica	enterica	I	9,46	9,46	z41	–			
O:9,46,27	D3	II 1,9,12,46,27:a:z6	II 1,9,12,46,27:a:z6	II 1,9,12,46,27:a:z6	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	a	z6			
O:9,46,27	D3	II 1,9,12,46,27:b:z39	II 1,9,12,46,27:b:z39	II 1,9,12,46,27:b:z39	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	b	z39		48	
O:9,46,27	D3	II 1,9,12,46,27:c:z39	II 1,9,12,46,27:c:z39	II 1,9,12,46,27:c:z39	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	c	z39			
O:9,46,27	D3	II 9,12,46,27:g,t:e,n,x	II 9,12,46,27:g,t:e,n,x	II 9,12,46,27:g,t:e,n,x	enterica	salamae	II	9,12,46,27	9,12,46,27	g,t	e,n,x			
O:9,46,27	D3	II 1,9,12,46,27:l,z13,z28:z39	II 1,9,12,46,27:l,z13,z28:z39	II 1,9,12,46,27:l,z13,z28:z39	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	l,z13,z28	z39			
O:9,46,27	D3	II 1,9,12,46,27:y:z39	II 1,9,12,46,27:y:z39	II 1,9,12,46,27:y:z39	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	y	z39			
O:9,46,27	D3	II 1,9,12,46,27:z4,z24:1,5	II 1,9,12,46,27:z4,z24:1,5	II 1,9,12,46,27:z4,z24:1,5	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	z4,z24	1,5			
O:9,46,27	D3	II 1,9,12,46,27:z10:1,5	II 1,9,12,46,27:z10:1,5	II 1,9,12,46,27:z10:1,5	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	z10	1,5			
O:9,46,27	D3	II 1,9,12,46,27:z10:e,n,x	II 1,9,12,46,27:z10:e,n,x	II 1,9,12,46,27:z10:e,n,x	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	z10	e,n,x			
O:9,46,27	D3	II 1,9,12,46,27:z10:z39	II 1,9,12,46,27:z10:z39	II 1,9,12,46,27:z10:z39	enterica	salamae	II	1,9,12,46,27	1,9,12,46,27	z10	z39			
O:3,10	E1	Aminatu	I 3,10:a:1,2	I 3,10:a:1,2	enterica	enterica	I	3,10	3,10	a	1,2			
O:3,10	E1	Goelzau	I 3,{10}{15}:a:1,5	I 3,{10}{15}:a:1,5	enterica	enterica	I	3,{10}{15}	3,{10}{15}	a	1,5			
O:3,10	E1	Goelzau var. 15+	I 3,15:a:1,5	I 3,15:a:1,5	enterica	enterica	I	3,15	3,15	a	1,5			
O:3,10	E1	Oxford	I 3,{10}{15}{15,34}:a:1,7	I 3,{10}{15}{15,34}:a:1,7	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	a	1,7			
O:3,10	E1	Oxford var. 15+,34+	I 3,15,34:a:1,7	I 3,[15],[34]:a:1,7	enterica	enterica	I	3,15,34	3,[15],[34]	a	1,7			
O:3,10	E1	Masembe	I 3,10:a:e,n,x	I 3,10:a:e,n,x	enterica	enterica	I	3,10	3,10	a	e,n,x			
O:3,10	E1	II 3,10:a:e,n,x	II 3,10:a:e,n,x	II 3,10:a:e,n,x	enterica	salamae	II	3,10	3,10	a	e,n,x			
O:3,10	E1	Galil	I 3,10:a:e,n,z15	I 3,10:a:e,n,z15	enterica	enterica	I	3,10	3,10	a	e,n,z15			
O:3,10	E1	II 3,10:a:l,v	II 3,10:a:l,v	II 3,10:a:l,v	enterica	salamae	II	3,10	3,10	a	l,v			
O:3,10	E1	II 3,10:a:z39	II 3,10:a:z39	II 3,10:a:z39	enterica	salamae	II	3,10	3,10	a	z39			
O:3,10	E1	II 3,10:a:z87	II 3,10:a:z87	II 3,10:a:z87	enterica	salamae	II	3,10	3,10	a	z87		48	
O:3,10	E1	Kalina	I 3,10:b:1,2	I 3,10:b:1,2	enterica	enterica	I	3,10	3,10	b	1,2			
O:3,10	E1	Butantan	I 3,{10}{15}{15,34}:b:1,5	I 3,{10}{15}{15,34}:b:1,5	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	b	1,5			
O:3,10	E1	Butantan var. 15+,34+	I 3,15,34:b:1,5	I 3,[15],[34]:b:1,5	enterica	enterica	I	3,15,34	3,[15],[34]	b	1,5			
O:3,10	E1	Allerton	I 3,10:b:1,6	I 3,10:b:1,6	enterica	enterica	I	3,10	3,10	b	1,6			
O:3,10	E1	Huvudsta	I 3,{10}{15,34}:b:1,7	I 3,{10}{15,34}:b:1,7	enterica	enterica	I	3,{10}{15,34}	3,{10}{15,34}	b	1,7			
O:3,10	E1	Benfica	I 3,10:b:e,n,x	I 3,10:b:e,n,x	enterica	enterica	I	3,10	3,10	b	e,n,x			
O:3,10	E1	II 3,10:b:e,n,x	II 3,10:b:e,n,x	II 3,10:b:e,n,x	enterica	salamae	II	3,10	3,10	b	e,n,x			
O:3,10	E1	Yaba	I 3,{10}{15}:b:e,n,z15	I 3,{10}{15}:b:e,n,z15	enterica	enterica	I	3,{10}{15}	3,{10}{15}	b	e,n,z15			
O:3,10	E1	Epicrates	I 3,10:b:l,w	I 3,10:b:l,w	enterica	enterica	I	3,10	3,10	b	l,w			
O:3,10	E1	Wilmington	I 3,10:b:z6	I 3,10:b:z6	enterica	enterica	I	3,10	3,10	b	z6			
O:3,10	E1	Westminster	I 3,{10}{15}:b:z35	I 3,{10}{15}:b:z35	enterica	enterica	I	3,{10}{15}	3,{10}{15}	b	z35			
O:3,10	E1	II 3,10:b:z39	II 3,10:b:z39	II 3,10:b:z39	enterica	salamae	II	3,10	3,10	b	z39			
O:3,10	E1	Asylanta	I 3,10:c:1,2	I 3,10:c:1,2	enterica	enterica	I	3,10	3,10	c	1,2			
O:3,10	E1	Gbadago	I 3,{10}{15}:c:1,5	I 3,{10}{15}:c:1,5	enterica	enterica	I	3,{10}{15}	3,{10}{15}	c	1,5			
O:3,10	E1	Ikayi	I 3,{10}{15}:c:1,6	I 3,{10}{15}:c:1,6	enterica	enterica	I	3,{10}{15}	3,{10}{15}	c	1,6			
O:3,10	E1	Pramiso	I 3,10:c:1,7	I 3,10:c:1,7	enterica	enterica	I	3,10	3,10	c	1,7			
O:3,10	E1	Agege	I 3,10:c:e,n,z15	I 3,10:c:e,n,z15	enterica	enterica	I	3,10	3,10	c	e,n,z15			
O:3,10	E1	Anderlecht	I 3,10:c:l,w	I 3,10:c:l,w	enterica	enterica	I	3,10	3,10	c	l,w			
O:3,10	E1	Okefoko	I 3,10:c:z6	I 3,10:c:z6	enterica	enterica	I	3,10	3,10	c	z6			
O:3,10	E1	Stormont	I 3,10:d:1,2	I 3,10:d:1,2	enterica	enterica	I	3,10	3,10	d	1,2			
O:3,10	E1	Shangani	I 3,{10}{15}:d:1,5	I 3,{10}{15}:d:1,5	enterica	enterica	I	3,{10}{15}	3,{10}{15}	d	1,5			
O:3,10	E1	Shangani var. 15+	I 3,15:d:1,5	I 3,15:d:1,5	enterica	enterica	I	3,15	3,15	d	1,5			
O:3,10	E1	Lekke	I 3,10:d:1,6	I 3,10:d:1,6	enterica	enterica	I	3,10	3,10	d	1,6			
O:3,10	E1	Onireke	I 3,10:d:1,7	I 3,10:d:1,7	enterica	enterica	I	3,10	3,10	d	1,7			
O:3,10	E1	Souza	I 3,{10}{15}:d:e,n,x	I 3,{10}{15}:d:e,n,x	enterica	enterica	I	3,{10}{15}	3,{10}{15}	d	e,n,x			
O:3,10	E1	Souza var. 15+	I 3,15:d:e,n,x	I 3,15:d:e,n,x	enterica	enterica	I	3,15	3,15	d	e,n,x			
O:3,10	E1	II 3,10:d:e,n,x	II 3,10:d:e,n,x	II 3,10:d:e,n,x	enterica	salamae	II	3,10	3,10	d	e,n,x			
O:3,10	E1	Madjorio	I 3,10:d:e,n,z15	I 3,10:d:e,n,z15	enterica	enterica	I	3,10	3,10	d	e,n,z15			
O:3,10	E1	Birmingham	I 3,{10}{15}:d:l,w	I 3,{10}{15}:d:l,w	enterica	enterica	I	3,{10}{15}	3,{10}{15}	d	l,w			
O:3,10	E1	Weybridge	I 3,10:d:z6	I 3,10:d:z6	enterica	enterica	I	3,10	3,10	d	z6			
O:3,10	E1	Maron	I 3,10:d:z35	I 3,10:d:z35	enterica	enterica	I	3,10	3,10	d	z35			
O:3,10	E1	Vejle	I 3,{10}{15}:e,h:1,2:[z27]	I 3,{10}{15}:e,h:1,2:[z27]	enterica	enterica	I	3,{10}{15}	3,{10}{15}	e,h	1,2	[z27]		
O:3,10	E1	Vejle var. 15+	I 3,15:e,h:1,2:[z27]	I 3,15:e,h:1,2:[z27]	enterica	enterica	I	3,15	3,15	e,h	1,2	[z27]		
O:3,10	E1	Vejle var. 15+,Rz27	I 3,15:e,h:1,2:z27	I 3,15:e,h:1,2:z27	enterica	enterica	I	3,15	3,15	e,h	1,2	z27		
O:3,10	E1	Muenster	I 3,{10}{15}{15,34}:e,h:1,5:[z48]	I 3,{10}{15}{15,34}:e,h:1,5:[z48]	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	e,h	1,5	[z48]		
O:3,10	E1	Muenster var. 15+	I 3,15:e,h:1,5:[z48]	I 3,[15]:e,h:1,5:[z48]	enterica	enterica	I	3,15	3,[15]	e,h	1,5	[z48]		
O:3,10	E1	Muenster var. 15+,34+	I 3,15,34:e,h:1,5:[z48]	I 3,[15],[34]:e,h:1,5:[z48]	enterica	enterica	I	3,15,34	3,[15],[34]	e,h	1,5	[z48]		
O:3,10	E1	Anatum	I 3,{10}{15}{15,34}:e,h:1,6:[z64]	I 3,{10}{15}{15,34}:e,h:1,6:[z64]	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	e,h	1,6	[z64]		
O:3,10	E1	Anatum var. 15+	I 3,15:e,h:1,6:[z64]	I 3,[15]:e,h:1,6:[z64]	enterica	enterica	I	3,15	3,[15]	e,h	1,6	[z64]		
O:3,10	E1	Anatum var. 15+,34+	I 3,15,34:e,h:1,6:[z64]	I 3,[15],[34]:e,h:1,6:[z64]	enterica	enterica	I	3,15,34	3,[15],[34]	e,h	1,6	[z64]		
O:3,10	E1	Nyborg	I 3,{10}{15}:e,h:1,7	I 3,{10}{15}:e,h:1,7	enterica	enterica	I	3,{10}{15}	3,{10}{15}	e,h	1,7			
O:3,10	E1	Nyborg var. 15+	I 3,15:e,h:1,7	I 3,[15]:e,h:1,7	enterica	enterica	I	3,15	3,[15]	e,h	1,7			
O:3,10	E1	Newlands	I 3,{10}{15,34}:e,h:e,n,x	I 3,{10}{15,34}:e,h:e,n,x	enterica	enterica	I	3,{10}{15,34}	3,{10}{15,34}	e,h	e,n,x			
O:3,10	E1	Lamberhurst	I 3,10:e,h:e,n,z15	I 3,10:e,h:e,n,z15	enterica	enterica	I	3,10	3,10	e,h	e,n,z15			
O:3,10	E1	Meleagridis	I 3,{10}{15}{15,34}:e,h:l,w	I 3,{10}{15}{15,34}:e,h:l,w	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	e,h	l,w			
O:3,10	E1	Meleagridis var. 15+	I 3,15:e,h:l,w	I 3,[15]:e,h:l,w	enterica	enterica	I	3,15	3,[15]	e,h	l,w			
O:3,10	E1	Meleagridis var. 15+,34+	I 3,15,34:e,h:l,w	I 3,[15],[34]:e,h:l,w	enterica	enterica	I	3,15,34	3,[15],[34]	e,h	l,w			
O:3,10	E1	Sekondi	I 3,10:e,h:z6	I 3,10:e,h:z6	enterica	enterica	I	3,10	3,10	e,h	z6			
O:3,10	E1	II 3,10:e,n,x:1,7	II 3,10:e,n,x:1,7	II 3,10:e,n,x:1,7	enterica	salamae	II	3,10	3,10	e,n,x	1,7			
O:3,10	E1	Regent	I 3,10:f,g,[s]:[1,6]	I 3,10:f,g,[s]:[1,6]	enterica	enterica	I	3,10	3,10	f,g,[s]	[1,6]			
O:3,10	E1	Alfort	I 3,10:f,g:e,n,x	I 3,10:f,g:e,n,x	enterica	enterica	I	3,10	3,10	f,g	e,n,x			
O:3,10	E1	Suberu	I 3,10:g,m:–	I 3,10:g,m:–	enterica	enterica	I	3,10	3,10	g,m	–			
O:3,10	E1	Amsterdam	I 3,{10}{15}{15,34}:g,m,s:–	I 3,{10}{15}{15,34}:g,m,s:–	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	g,m,s	–			
O:3,10	E1	Amsterdam var. 15+	I 3,15:g,m,s:–	I 3,[15]:g,m,s:–	enterica	enterica	I	3,15	3,[15]	g,m,s	–			
O:3,10	E1	II 3,{10}{15}:g,m,s,t:[1,5]	II 3,{10}{15}:g,m,s,t:[1,5]	II 3,{10}{15}:g,m,s,t:[1,5]	enterica	salamae	II	3,{10}{15}	3,{10}{15}	g,m,s,t	[1,5]			
O:3,10	E1	Westhampton	I 3,{10}{15}{15,34}:g,s,t:–:[z37]	I 3,{10}{15}{15,34}:g,s,t:–:[z37]	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	g,s,t	–	[z37]		
O:3,10	E1	Westhampton var. 15+	I 3,15:g,s,t:–:[z37]	I 3,[15]:g,s,t:–:[z37]	enterica	enterica	I	3,15	3,[15]	g,s,t	–	[z37]		
O:3,10	E1	Westhampton var. 15+,34+	I 3,15,34:g,s,t:–:[z37]	I 3,[15],[34]:g,s,t:–:[z37]	enterica	enterica	I	3,15,34	3,[15],[34]	g,s,t	–	[z37]		
O:3,10	E1	Bloomsbury	I 3,10:g,t:1,5	I 3,10:g,t:1,5	enterica	enterica	I	3,10	3,10	g,t	1,5			
O:3,10	E1	II 3,10:g,t:–	II 3,10:g,t:–	II 3,10:g,t:–	enterica	salamae	II	3,10	3,10	g,t	–			
O:3,10	E1	II 3,10:m,t:1,5	II 3,10:m,t:1,5	II 3,10:m,t:1,5	enterica	salamae	II	3,10	3,10	m,t	1,5			
O:3,10	E1	Southbank	I 3,{10}{15}{15,34}:m,t:[1,6]	I 3,{10}{15}{15,34}:m,t:[1,6]	enterica	enterica	I	3,{10}{15}{15,34}	3,{10}{15}{15,34}	m,t	[1,6]			
O:3,10	E1	II 3,10:m,t:e,n,x	II 3,10:m,t:e,n,x	II 3,10:m,t:e,n,x	enterica	salamae	II	3,10	3,10	m,t	e,n,x			
O:3,10	E1	Cuckmere	I 3,10:i:1,2	I 3,10:i:1,2	enterica	enterica	I	3,10	3,10	i	1,2			
O:3,10	E1	Amounderness	I 3,10:i:1,5	I 3,10:i:1,5	enterica	enterica	I	3,10	3,10	i	1,5			
O:3,10	E1	Tibati	I 3,10:i:1,6	I 3,10:i:1,6	enterica	enterica	I	3,10	3,10	i	1,6			
O:3,10	E1	Truro	I 3,10:i:1,7	I 3,10:i:1,7	enterica	enterica	I	3,10	3,10	i	1,7			
O:3,10	E1	Bessi	I 3,10:i:e,n,x	I 3,10:i:e,n,x	enterica	enterica	I	3,10	3,10	i	e,n,x			
O:3,10	E1	Falkensee	I 3,{10}{15}:i:e,n,z15	I 3,{10}{15}:i:e,n,z15	enterica	enterica	I	3,{10}{15}	3,{10}{15}	i	e,n,z15			
O:3,10	E1	Hoboken	I 3,10:i:l,w	I 3,10:i:l,w	enterica	enterica	I	3,10	3,10	i	l,w			
O:3,10	E1	Yeerongpilly	I 3,10:i:z6	I 3,10:i:z6	enterica	enterica	I	3,10	3,10	i	z6			
